key,id,title,active,ab,type,channels,category,first_send_date,last_send_date,mobile_push_sent,mobile_push_ios_sent,mobile_push_android_sent,mobile_push_opened,mobile_push_ios_opened,mobile_push_android_opened,mobile_push_open_rate,mobile_push_ios_open_rate,mobile_push_android_open_rate,web_push_sent,web_push_delivered,web_push_opened,web_push_open_rate,inapp_sent,inapp_ios_sent,inapp_android_sent,inapp_delivered,inapp_ios_delivered,inapp_android_delivered,inapp_opened,inapp_ios_opened,inapp_android_opened,inapp_open_rate,inapp_ios_open_rate,inapp_android_open_rate,inbox_sent,inbox_delivered,inbox_opened,inbox_open_rate,inbox_clicked,inbox_click_rate,email_sent,email_failed,email_delivered,email_unsubscribed,email_complained,email_opened,email_clicked,email_open_rate,email_click_rate,sms_sent,sms_delivered,sms_clicked,sms_click_rate,sms_failed,sms_opened,sms_open_rate,rcs_sent,rcs_delivered,rcs_clicked,rcs_click_rate,rcs_failed,rcs_opened,rcs_open_rate,facebook_sent,facebook_delivered,facebook_opened,facebook_open_rate,whatsapp_sent,whatsapp_delivered,whatsapp_opened,whatsapp_open_rate,inweb_sent,inweb_delivered,inweb_opened,inweb_open_rate,app_opens_direct,actions_sent_unique,actions_converted_unique,actions_conversion,goals,goals_value,description,db_sort_index,sms_unsubscribed
384,127406422,"TP Sendout (royspins.cfd) 03.09",0,0,Scheduled,Email,,"2025-09-03 11:00","2025-09-03 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,36,279,3,0,131,55,46.95,19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Sep 2025)",384,
385,127406325,"TP Sendout (royspins.lat) 03.09",0,0,Scheduled,Email,,"2025-09-03 11:00","2025-09-03 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,28,570,0,0,265,54,46.49,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Sep 2025)",385,
386,127404969,"TP Sendout (royspins.lol) 03.09",0,0,Scheduled,Email,,"2025-09-03 09:00","2025-09-03 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,19,241,0,0,124,46,51.45,19.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Sep 2025)",386,
387,127404879,"TP Sendout (royspins.pics) 03.09",0,0,Scheduled,Email,,"2025-09-03 09:00","2025-09-03 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,6,230,0,0,156,60,67.83,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Sep 2025)",387,
388,127371131,"TP Sendout (royspins.net) 01.09",0,0,Scheduled,Email,,"2025-09-01 12:00","2025-09-01 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,24,303,1,0,180,86,59.41,28.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Sep 2025)",388,
389,127371016,"TP Sendout (royspins.de) 01.09",0,0,Scheduled,Email,,"2025-09-01 12:00","2025-09-01 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,34,322,1,0,191,81,59.32,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Sep 2025)",389,
390,127370743,"TP Sendout (royspins.pics) 01.09",0,0,Scheduled,Email,,"2025-09-01 12:00","2025-09-01 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,21,467,3,0,278,97,59.53,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Sep 2025)",390,
391,127282716,"TP Sendout (royspins.com) 27.08",0,0,Scheduled,Email,,"2025-08-27 09:00","2025-08-27 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,25,171,0,0,88,35,51.46,20.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Aug 2025)",391,
392,127282555,"TP Sendout (royspins-casino.sbs) 27.08",0,0,Scheduled,Email,,"2025-08-27 09:00","2025-08-27 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,37,253,1,0,122,56,48.22,22.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Aug 2025)",392,
393,127281820,TrustPilotMonthlyBonusAugust,0,0,Scheduled,Email,,"2025-08-27 08:00","2025-08-27 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,36,0,0,17,9,47.22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Aug 2025)",393,
394,127251901,"Retention:TrustPilotPromoCode 25.08",0,0,Scheduled,Email,,"2025-08-25 13:00","2025-08-25 13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,33,1,0,18,7,54.55,21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Aug 2025)",394,
395,127251417,"TP Sendout (royspins-casino.sbs) 25.08x2",0,0,Scheduled,Email,,"2025-08-25 12:00","2025-08-25 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,33,1,0,20,11,60.61,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Aug 2025)",395,
396,127249532,"TP Sendout (royspins-casino.sbs) 25.08",0,0,Scheduled,Email,,"2025-08-25 10:00","2025-08-25 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3,75,1,0,43,13,57.33,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Aug 2025)",396,
397,127245669,"TP Sendout (royspins.pics) 25.08",0,0,Scheduled,Email,,"2025-08-25 07:00","2025-08-25 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,70,0,0,45,27,64.29,38.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Aug 2025)",397,
398,127180598,"Retention:TrustPilotPromoCode 21.08",0,0,Scheduled,Email,,"2025-08-21 09:00","2025-08-21 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,16,91,0,0,48,19,52.75,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Aug 2025)",398,
399,127026345,"TP Sendout (royspins.co) 12.08",0,0,Scheduled,Email,,"2025-08-12 12:00","2025-08-12 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,1,306,2,0,247,105,80.72,34.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Aug 2025)",399,
400,127026258,"TP Sendout (royspins.quest) 12.08",0,0,Scheduled,Email,,"2025-08-12 12:00","2025-08-12 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,1,311,1,0,235,84,75.56,27.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Aug 2025)",400,
401,127025962,"TP Sendout (royspins.com) 12.08",0,0,Scheduled,Email,,"2025-08-12 12:00","2025-08-12 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,12,327,1,0,206,53,63,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Aug 2025)",401,
402,127025918,"TP Sendout (royspins.xyz) 12.08",0,0,Scheduled,Email,,"2025-08-12 12:00","2025-08-12 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,0,317,0,0,273,73,86.12,23.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Aug 2025)",402,
403,127009526,"TP Sendout (royspins.icu) 11.08x2",0,0,Scheduled,Email,,"2025-08-11 12:00","2025-08-11 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,5,193,0,0,103,46,53.37,23.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Aug 2025)",403,
404,127009161,"TP Sendout (royspins.autos) 11.08",0,0,Scheduled,Email,,"2025-08-11 11:00","2025-08-11 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,1,197,1,0,94,28,47.72,14.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Aug 2025)",404,
405,127008852,"TP Sendout (royspins.pics) 11.08",0,0,Scheduled,Email,,"2025-08-11 10:00","2025-08-11 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,35,228,0,0,58,22,25.44,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Aug 2025)",405,
406,127008719,"TP Sendout (royspins.icu) 11.08",0,0,Scheduled,Email,,"2025-08-11 10:00","2025-08-11 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,34,0,0,22,11,64.71,32.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Aug 2025)",406,
407,127008685,"TP Sendout (royspins.com) 11.08",0,0,Scheduled,Email,,"2025-08-11 10:00","2025-08-11 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,31,1,0,23,13,74.19,41.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Aug 2025)",407,
408,126943795,"TP Sendout (royspins.de) 07.08",0,0,Scheduled,Email,,"2025-08-07 10:00","2025-08-07 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,21,322,2,0,169,48,52.48,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Aug 2025)",408,
409,126943733,"TP Sendout (royspins.cyou) 07.08",0,0,Scheduled,Email,,"2025-08-07 10:00","2025-08-07 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,15,234,0,0,58,11,24.79,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Aug 2025)",409,
410,126943009,"TP Sendout (royspins.icu) 07.08",0,0,Scheduled,Email,,"2025-08-07 09:00","2025-08-07 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,6,242,0,0,71,24,29.34,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Aug 2025)",410,
411,126928467,"TP Sendout (royspins.com) 06.08",0,0,Scheduled,Email,,"2025-08-06 12:00","2025-08-06 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2,45,1,0,17,10,37.78,22.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 Aug 2025)",411,
412,126928201,"TP Sendout (royspins.autos) 06.08",0,0,Scheduled,Email,,"2025-08-06 12:00","2025-08-06 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,11,190,0,0,49,8,25.79,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 Aug 2025)",412,
413,126928158,"TP Sendout (royspins.club) 06.08",0,0,Scheduled,Email,,"2025-08-06 12:00","2025-08-06 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,23,299,0,0,56,5,18.73,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 Aug 2025)",413,
414,126927909,"TP Sendout (royspins.pics) 06.08",0,0,Scheduled,Email,,"2025-08-06 11:00","2025-08-06 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,23,292,0,0,69,7,23.63,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 Aug 2025)",414,
415,126912683,"TP Sendout (royspins.quest) 05.08",0,0,Scheduled,Email,,"2025-08-05 11:00","2025-08-05 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,22,217,0,0,60,13,27.65,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Aug 2025)",415,
416,126912468,"TP Sendout (royspins.cfd) 05.08",0,0,Scheduled,Email,,"2025-08-05 10:00","2025-08-05 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,11,231,1,0,57,10,24.68,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Aug 2025)",416,
417,126912366,"TP Sendout (royspins.lt) 05.08",0,0,Scheduled,Email,,"2025-08-05 10:00","2025-08-05 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,3,231,1,0,83,24,35.93,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Aug 2025)",417,
418,126912313,"TP Sendout (royspins.lol) 05.08",0,0,Scheduled,Email,,"2025-08-05 10:00","2025-08-05 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,4,244,0,0,92,23,37.7,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Aug 2025)",418,
419,126911424,"Retention:TrustPilotPromoCode 05.08",0,0,Scheduled,Email,,"2025-08-05 09:00","2025-08-05 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,2,0,23,8,51.11,17.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Aug 2025)",419,
420,126897979,"TP Sendout (royspins.pics) 04.08",0,0,Scheduled,Email,,"2025-08-04 10:00","2025-08-04 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,15,247,0,0,55,9,22.27,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Aug 2025)",420,
421,126897932,"TP Sendout (royspins.lat) 04.08",0,0,Scheduled,Email,,"2025-08-04 10:00","2025-08-04 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,30,265,1,0,28,18,10.57,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Aug 2025)",421,
422,126897884,"TrustpilotSendout (royspins.bet) 04.08",0,0,Scheduled,Email,,"2025-08-04 10:00","2025-08-04 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,3,315,0,0,91,31,28.89,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Aug 2025)",422,
423,126897755,"TP Sendout (royspins.biz) 04.08",0,0,Scheduled,Email,,"2025-08-04 10:00","2025-08-04 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,2,132,1,0,35,12,26.52,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Aug 2025)",423,
424,126897074,"TP Sendout (royspins.com) 04.08",0,0,Scheduled,Email,,"2025-08-04 09:00","2025-08-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2,108,0,0,37,16,34.26,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Aug 2025)",424,
425,126824154,"TP Sendout (royspins.club) 30.07",0,0,Scheduled,Email,,"2025-07-30 12:00","2025-07-30 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,12,239,1,0,65,9,27.2,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Jul 2025)",425,
426,126823810,"TP Sendout (royspins.pics) 30.07",0,0,Scheduled,Email,,"2025-07-30 11:00","2025-07-30 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,21,311,1,0,70,15,22.51,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Jul 2025)",426,
427,126823647,"TP Sendout (royspins.autos) 30.07",0,0,Scheduled,Email,,"2025-07-30 11:00","2025-07-30 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,16,329,0,0,87,12,26.44,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (30 Jul 2025)",427,
428,126807939,"Retention:TrustPilotPromoCode 29.07",0,0,Scheduled,Email,,"2025-07-29 10:00","2025-07-29 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,46,0,0,21,8,45.65,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Jul 2025)",428,
429,126807715,"TP Sendout (royspins.cyou) 29.07",0,0,Scheduled,Email,,"2025-07-29 10:00","2025-07-29 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,12,208,0,0,32,16,15.38,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Jul 2025)",429,
430,126806833,"TP Sendout (royspins.co) 29.07",0,0,Scheduled,Email,,"2025-07-29 09:00","2025-07-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2,56,0,0,20,8,35.71,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Jul 2025)",430,
431,126806671,"TP Sendout (royspins.icu) 29.07",0,0,Scheduled,Email,,"2025-07-29 09:00","2025-07-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,14,325,1,0,77,19,23.69,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Jul 2025)",431,
432,126806609,"TP Sendout (royspins.de) 29.07",0,0,Scheduled,Email,,"2025-07-29 09:00","2025-07-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,11,336,0,0,37,18,11.01,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Jul 2025)",432,
433,126791450,TrustPilotMonthlyBonus28.07,0,0,Scheduled,Email,,"2025-07-28 09:00","2025-07-28 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,0,24,13,53.33,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (28 Jul 2025)",433,
434,126694184,RS_EVO_React_20FS_PL3,0,0,Scheduled,Email,,"2025-07-23 12:00","2025-07-23 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084,74,2010,2,0,842,568,41.89,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Jul 2025)",434,
435,126693878,"TP Sendout (royspins.lol) 23.07",0,0,Scheduled,Email,,"2025-07-23 12:00","2025-07-23 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,8,243,1,0,150,32,61.73,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Jul 2025)",435,
436,126692723,"TP Sendout (royspins.lat) 23.07",0,0,Scheduled,Email,,"2025-07-23 12:00","2025-07-23 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,15,334,1,0,204,34,61.08,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Jul 2025)",436,
437,126691376,"TP Sendout (royspins.net) 23.07",0,0,Scheduled,Email,,"2025-07-23 11:00","2025-07-23 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,12,299,1,0,173,40,57.86,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Jul 2025)",437,
438,126690695,"TP Sendout (royspins.xyz) 23.07",0,0,Scheduled,Email,,"2025-07-23 11:00","2025-07-23 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,10,250,1,0,136,35,54.4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (23 Jul 2025)",438,
439,126670689,RS_EVO_React_20FS_PL2,0,0,Scheduled,Email,,"2025-07-22 12:00","2025-07-22 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564,52,1512,1,0,522,308,34.52,20.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Jul 2025)",439,
440,126670231,"TP Sendout (royspins.lt) 22.07",0,0,Scheduled,Email,,"2025-07-22 11:00","2025-07-22 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,16,249,0,0,138,26,55.42,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Jul 2025)",440,
441,126669582,"TP Sendout (royspins.sbs) 22.07",0,0,Scheduled,Email,,"2025-07-22 10:00","2025-07-22 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,9,242,0,0,116,16,47.93,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Jul 2025)",441,
442,126669473,"TP Sendout (royspins.club) 22.07",0,0,Scheduled,Email,,"2025-07-22 10:00","2025-07-22 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,19,267,0,0,114,22,42.7,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Jul 2025)",442,
443,126667949,"Retention:TrustPilotPromoCode 22.07",0,0,Scheduled,Email,,"2025-07-22 09:00","2025-07-22 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,24,0,0,11,1,45.83,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Jul 2025)",443,
444,126647801,"RS_EVO_React_20FS_PTlast Copy",0,0,Scheduled,Email,,"2025-07-21 12:00","2025-07-21 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,85,1854,1,0,574,363,30.96,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jul 2025)",444,
445,126645561,"TP Sendout (royspins.autos) 21.07",0,0,Scheduled,Email,,"2025-07-21 10:00","2025-07-21 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,8,321,0,0,48,10,14.95,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jul 2025)",445,
446,126644314,"TP Sendout (royspins.lat) 21.07",0,0,Scheduled,Email,,"2025-07-21 09:00","2025-07-21 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,14,331,0,0,62,20,18.73,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jul 2025)",446,
447,126643238,"TP Sendout (royspins.co) 21.07",0,0,Scheduled,Email,,"2025-07-21 08:00","2025-07-21 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3,75,0,0,12,7,16,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jul 2025)",447,
448,126642228,"TP Sendout (royspins.de) 21.07",0,0,Scheduled,Email,,"2025-07-21 08:00","2025-07-21 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,0,26,12,46.43,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jul 2025)",448,
449,126564710,RS_EVO_React_20FS_PTlast,0,0,Scheduled,Email,,"2025-07-18 12:00","2025-07-18 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496,142,2354,9,0,839,247,35.64,10.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (18 Jul 2025)",449,
450,126558288,Retention:TrustPilotPromoCode18.07,0,0,Scheduled,Email,,"2025-07-18 08:00","2025-07-18 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,65,0,0,33,8,50.77,12.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (18 Jul 2025)",450,
451,126544125,RS_EVO_React_20FS_PT2,0,0,Scheduled,Email,,"2025-07-17 10:00","2025-07-17 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,106,2308,7,0,745,253,32.28,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Jul 2025)",451,
452,126539968,"TP Sendout (royspins.autos) 17.07",0,0,Scheduled,Email,,"2025-07-17 09:00","2025-07-17 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,4,168,0,0,90,23,53.57,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Jul 2025)",452,
453,126524148,"TP Sendout (royspins.lat) 16.07",0,0,Scheduled,Email,,"2025-07-16 12:00","2025-07-16 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,11,227,1,0,88,18,38.77,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Jul 2025)",453,
454,126523855,"TP Sendout (royspins.icu) 16.07",0,0,Scheduled,Email,,"2025-07-16 11:00","2025-07-16 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,7,200,0,0,115,26,57.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Jul 2025)",454,
455,126523246,"TP Sendout (royspins.biz) 16.07",0,0,Scheduled,Email,,"2025-07-16 11:00","2025-07-16 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,15,249,0,0,118,24,47.39,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Jul 2025)",455,
456,126520263,RS_EVO_React_20FS_PT1,0,0,Scheduled,Email,,"2025-07-16 09:00","2025-07-16 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,85,2295,4,0,774,265,33.73,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Jul 2025)",456,
457,126505682,RS_EVO_React_20FS_SECZNO_2,0,0,Scheduled,Email,,"2025-07-15 11:00","2025-07-15 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516,345,1171,4,0,285,169,24.34,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (15 Jul 2025)",457,
458,126502011,"TP Sendout (royspins.co) 15.07",0,0,Scheduled,Email,,"2025-07-15 08:00","2025-07-15 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,7,253,0,0,48,3,18.97,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (15 Jul 2025)",458,
459,126501327,"TP Sendout (royspins.de) 15.07",0,0,Scheduled,Email,,"2025-07-15 08:00","2025-07-15 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,36,308,2,0,76,10,24.68,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (15 Jul 2025)",459,
460,126500941,"TP Sendout (royspins.com) 15.07",0,0,Scheduled,Email,,"2025-07-15 08:00","2025-07-15 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,0,125,2,0,47,15,37.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (15 Jul 2025)",460,
461,126490745,"TP Sendout (royspins.lol) 08.07 Copy",0,0,Scheduled,Email,,"2025-07-14 12:00","2025-07-14 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,14,321,0,0,78,19,24.3,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Jul 2025)",461,
